timestamp,share_count,unshare_count,total_latency
0,15,4,4.049051084995881
1,14,3,4.019071544993494
2,18,8,6.449761308995221
3,20,9,7.12988035500166
4,18,6,6.193789523997111
5,21,5,6.789626571000554
6,15,6,5.200426798015542
7,22,11,8.634164630006126
8,20,9,7.530822709006316
9,19,13,8.189509790008742
10,18,7,6.534976962993824
11,23,11,9.189798163020896
12,27,11,10.623561119002261
13,24,12,9.824172580996674
14,27,14,11.848584781000682
15,23,7,8.78433072198095
16,30,11,12.436794695997378
17,30,16,13.229953090994968
18,27,10,10.070843560999492
19,33,12,12.480775121002807
20,25,15,11.427444137007114
21,27,17,12.40246898100304
22,32,17,14.290075960001559
23,26,14,11.920123457992304
24,25,17,12.503405068997381
25,31,19,14.758753678997891
26,34,15,14.473299176024739
27,28,22,15.113065028013807
28,28,15,12.819278213999496
29,24,19,13.148947843012138
30,34,16,15.56270913600747
31,39,26,19.613185465987044
32,36,20,17.313855913987936
33,36,19,17.39519894401019
34,38,19,17.810251481001615
35,38,29,19.81386055799885
36,40,23,18.58157264597685
37,37,24,18.533659691005596
38,40,23,20.030648222011223
39,41,27,21.192965566002385
40,37,34,22.259590438003215
41,32,34,21.296467259016936
42,42,32,24.065785510010755
43,32,31,18.335972212989873
44,40,33,21.839035855005932
45,34,35,20.98574243101757
46,40,33,22.92328496600385
47,31,29,18.965996795992396
48,32,29,18.799688000999595
49,37,33,22.338463928997953
50,33,37,22.487428838005144
51,39,37,24.770750751005835
52,39,38,22.66945594498611
53,37,36,21.582605425999645
54,44,32,24.12608804399133
55,36,37,21.299780537003244
56,37,37,22.097250430968415
57,31,38,20.967233272003796
58,36,32,20.060711789021298
59,32,40,20.550922978003655
60,38,35,21.721726811007102
61,27,47,20.82206704100463
62,31,34,19.891169328995602
63,27,36,17.92084727600013
64,30,40,20.453183563018683
65,30,42,20.870733476003807
66,25,42,18.874043981988507
67,17,34,14.159875441990152
68,19,34,14.170251850995555
69,15,32,12.783812218000094
70,24,27,13.919657565016678
71,22,26,13.690950840977166
72,21,31,14.875550234988623
73,19,26,13.407168514997466
74,17,19,9.928478841015021
75,11,18,7.484703168011038
76,14,19,9.506843177008705
77,24,25,13.925145066004916
78,13,25,10.128918016998796
79,12,18,7.9581823619919305
80,15,24,10.268081243997585
81,11,21,8.433193535012833
82,11,29,9.460055888986972
83,10,24,8.379295177008316
84,9,20,7.278117639023549
85,11,21,8.01521834099185
86,19,25,11.117133269992337
87,9,20,6.881772641994758
88,14,20,8.567933333000838
89,11,18,6.809294537019014
90,13,19,7.663175698991836
91,12,22,8.361840660003509
92,11,22,8.03344415200263
93,14,20,8.110479726004996
94,11,22,7.626646023007197
95,9,21,7.399037411989411
96,9,13,5.235016506008833
97,9,14,5.471738860003825
98,5,11,3.62850869698741
99,7,14,4.592959268000413
