timestamp,share_count,unshare_count,total_latency
0,13,1,2.9611236869986897
1,18,8,6.276906237999356
2,19,5,6.056782655999996
3,15,4,4.93800186700355
4,20,5,6.136829446004413
5,24,11,8.528750839996064
6,22,5,7.30240410100123
7,21,11,8.389112305989329
8,22,10,8.62301040499915
9,25,8,8.419506330996228
10,30,9,10.815354301006664
11,33,14,13.86636365800041
12,29,12,11.023581096009366
13,32,18,16.19496127599814
14,32,12,12.990625054000702
15,32,11,12.20227996900212
16,30,12,12.366657019998456
17,26,11,11.734184589004144
18,34,13,12.846061244998054
19,32,13,12.612050843010365
20,28,16,12.927784547004194
21,25,15,11.923859939997783
22,29,24,15.074152004008283
23,24,17,11.900774697995075
24,30,17,13.663112581994937
25,34,22,15.853438552992884
26,31,19,14.273245443999258
27,35,21,16.60094902599667
28,33,13,14.03292297498956
29,32,16,14.881055695992472
30,26,23,14.319706599993879
31,43,18,18.724431379994712
32,38,20,18.47746707999977
33,40,25,20.252737681998042
34,39,24,20.061724968007184
35,42,17,19.05884628700005
36,30,18,14.705432658009158
37,46,31,22.78902813199784
38,39,33,22.378132171999823
39,44,32,24.135399484996015
40,47,34,26.289094173000194
41,32,28,18.677407006000067
42,32,33,20.552333501997055
43,42,34,24.69996994199937
44,43,32,25.047431310997126
45,37,38,25.85611099700327
46,33,34,22.56243897398781
47,32,32,21.53620631499507
48,36,30,23.133943635994
49,37,40,23.34018333500353
50,44,30,22.498152219004623
51,39,32,22.287833076994502
52,38,32,22.20361411300655
53,35,32,21.202657593998083
54,31,31,19.223487206003483
55,34,26,19.59543673099688
56,29,39,19.834709354998267
57,34,36,20.917209496994474
58,37,36,22.638956447000965
59,28,33,18.541686638996907
60,25,37,17.129328790990257
61,26,34,16.402921960994718
62,20,35,14.822992209004951
63,26,32,16.2004175889997
64,24,30,14.807086603002972
65,24,40,18.104014762997394
66,27,29,15.509933670989994
67,25,32,15.626396048006427
68,29,34,17.31213598400427
69,19,32,14.097924779001914
70,24,30,14.7716459689982
71,25,41,18.596702927996375
72,24,32,14.697908682999696
73,18,30,12.985733327996059
74,17,26,11.998142231999736
75,18,31,13.118650019998313
76,22,27,13.567191826005
77,20,24,11.89229702000921
78,19,29,12.777083063991086
79,26,29,14.9582533550074
80,17,32,13.081138392999492
81,21,28,13.257698381006776
82,14,28,11.027942892993451
83,8,25,8.693881474997397
84,15,26,11.012121080995712
85,9,23,7.5032584790042165
86,14,23,9.123573724995367
87,13,29,10.613479597006517
88,17,28,10.951391706992581
89,7,21,6.223364151994247
90,12,23,8.485701897996478
91,13,20,8.135025072995631
92,13,26,9.573207461999118
93,12,21,7.774766135986283
94,17,19,8.644629571999758
95,4,14,4.277005222998923
96,14,18,7.493003250001493
97,12,18,7.660074481000265
98,15,17,8.577928687003805
99,11,18,7.082931914994333
