,operation,from_user,to_users_count,resource,latency,num_contexts
0,unshare,user_80,1,/scratch/user_80,0.13512769299995853,11
1,unshare,user_1,10,/scratch/user_1,0.14810696499989717,12
2,unshare,user_6,1,/scratch/user_6,0.1480877979993238,12
3,unshare,user_9,6,/scratch/user_9,0.14350767499854555,10
4,unshare,user_10,5,/scratch/user_10,0.15481622600054834,11
5,unshare,user_4,8,/scratch/user_4,0.1458975259993167,15
6,unshare,user_85,5,/scratch/user_85,0.14880675699896528,16
7,unshare,user_9,3,/scratch/user_9,0.14323046099889325,16
8,unshare,user_7,13,/scratch/user_7,0.14385896600288106,16
9,unshare,user_4,6,/scratch/user_4,0.1537613370019244,16
10,unshare,user_1,6,/scratch/user_1,0.15687719700144953,16
11,unshare,user_7,9,/scratch/user_7,0.1539395469990268,14
12,unshare,user_96,12,/scratch/user_96,0.15405617199940025,15
13,unshare,user_4,4,/scratch/user_4,0.1444563009972626,15
14,unshare,user_3,8,/scratch/user_3,0.1453097239973431,15
15,unshare,user_4,7,/scratch/user_4,0.14543947400306934,14
16,unshare,user_6,4,/scratch/user_6,0.1601497180017759,12
17,unshare,user_8,6,/scratch/user_8,0.16304719899926567,13
18,unshare,user_2,15,/scratch/user_2,0.1575568199987174,12
19,unshare,user_80,6,/scratch/user_80,0.15186398099831422,12
20,unshare,user_85,12,/scratch/user_85,0.17878828099856037,12
21,unshare,user_7,7,/scratch/user_7,0.13365308099673712,11
22,unshare,user_35,5,/scratch/user_35,0.14378895399931935,9
23,unshare,user_94,13,/scratch/user_94,0.15274173400030122,10
24,unshare,user_5,4,/scratch/user_5,0.16451020200111088,14
25,unshare,user_8,13,/scratch/user_8,0.16072937900025863,12
26,unshare,user_46,14,/scratch/user_46,0.1609500049999042,10
27,unshare,user_1,8,/scratch/user_1,0.15899652900043293,9
28,unshare,user_35,13,/scratch/user_35,0.16591912700096145,9
29,unshare,user_1,6,/scratch/user_1,0.14830102500127396,9
30,unshare,user_3,15,/scratch/user_3,0.15044953899996472,9
31,unshare,user_7,9,/scratch/user_7,0.16418902299847105,10
32,unshare,user_8,9,/scratch/user_8,0.1708898249999038,10
33,unshare,user_94,8,/scratch/user_94,0.15981061200000113,11
34,unshare,user_5,9,/scratch/user_5,0.1484875620008097,12
35,unshare,user_35,9,/scratch/user_35,0.14102458500201465,12
36,unshare,user_18,1,/scratch/user_18,0.13801935199808213,13
37,unshare,user_34,15,/scratch/user_34,0.169776020997233,17
38,unshare,user_1,6,/scratch/user_1,0.15120024499992724,15
39,unshare,user_5,15,/scratch/user_5,0.15346876299736323,13
40,unshare,user_8,12,/scratch/user_8,0.14723479700114694,12
41,unshare,user_1,8,/scratch/user_1,0.1591588490009599,11
42,unshare,user_4,14,/scratch/user_4,0.1414678740002273,11
43,unshare,user_18,3,/scratch/user_18,0.145221902999765,12
44,unshare,user_68,9,/scratch/user_68,0.14901022399862995,12
45,unshare,user_3,10,/scratch/user_3,0.16110802899856935,13
46,unshare,user_9,14,/scratch/user_9,0.15719799600265105,14
47,unshare,user_80,1,/scratch/user_80,0.14463881099800346,14
48,unshare,user_7,15,/scratch/user_7,0.17196135900303489,15
49,unshare,user_93,7,/scratch/user_93,0.1462652390000585,17
50,unshare,user_85,16,/scratch/user_85,0.16782545000023674,20
51,unshare,user_34,17,/scratch/user_34,0.15476388699971722,18
52,unshare,user_35,14,/scratch/user_35,0.16420387700054562,18
53,unshare,user_7,1,/scratch/user_7,0.1380510039998626,17
54,unshare,user_93,17,/scratch/user_93,0.1589667499974894,16
55,unshare,user_9,16,/scratch/user_9,0.17516158600119525,15
56,unshare,user_35,7,/scratch/user_35,0.14885025300100097,14
57,unshare,user_4,9,/scratch/user_4,0.1637374109996017,13
58,unshare,user_57,6,/scratch/user_57,0.1560269330002484,14
59,unshare,user_25,18,/scratch/user_25,0.17369769700235338,14
60,unshare,user_5,9,/scratch/user_5,0.17560708499877364,13
61,unshare,user_94,2,/scratch/user_94,0.1492704619995493,14
62,unshare,user_80,10,/scratch/user_80,0.16173914200044237,14
63,unshare,user_68,15,/scratch/user_68,0.1609188840011484,15
