,operation,from_user,to_users_count,resource,latency,num_contexts
0,share,user_7,1,/scratch/user_7,0.1443527350002114,1
1,share,user_3,2,/scratch/user_3,0.11642268400009925,2
2,share,user_5,7,/scratch/user_5,0.12570060300004116,3
3,share,user_8,10,/scratch/user_8,0.13369151699953363,4
4,share,user_10,1,/scratch/user_10,0.12632752399986202,5
5,share,user_2,7,/scratch/user_2,0.13553840100030357,6
6,share,user_9,10,/scratch/user_9,0.11936369800059765,6
7,share,user_4,9,/scratch/user_4,0.12327434199960408,7
8,share,user_6,9,/scratch/user_6,0.13223375999950804,7
9,share,user_58,1,/scratch/user_58,0.11692026999935479,8
10,share,user_7,5,/scratch/user_7,0.1359686949999741,8
11,share,user_67,7,/scratch/user_67,0.13143888100057666,9
12,share,user_3,4,/scratch/user_3,0.14368223200017383,9
13,share,user_5,3,/scratch/user_5,0.14780787600011536,9
14,share,user_8,1,/scratch/user_8,0.13558744199963257,9
15,share,user_10,5,/scratch/user_10,0.1405393830000321,9
16,share,user_2,6,/scratch/user_2,0.16157210799974564,9
17,share,user_9,2,/scratch/user_9,0.15376465400004236,10
18,share,user_4,7,/scratch/user_4,0.12324959200032026,11
19,share,user_6,11,/scratch/user_6,0.13235526000062237,10
20,share,user_1,5,/scratch/user_1,0.1462110769998617,11
21,share,user_58,11,/scratch/user_58,0.11810977499953879,10
22,share,user_94,1,/scratch/user_94,0.11517571900003531,11
23,share,user_7,6,/scratch/user_7,0.14062004900006286,11
24,share,user_67,1,/scratch/user_67,0.14023746499970002,11
25,share,user_3,2,/scratch/user_3,0.1357243180000296,11
26,share,user_5,2,/scratch/user_5,0.15053630599959433,11
27,share,user_8,8,/scratch/user_8,0.13554519199988135,11
28,share,user_2,2,/scratch/user_2,0.13187271600054373,11
29,share,user_9,4,/scratch/user_9,0.16107439799998247,12
30,share,user_6,12,/scratch/user_6,0.13590290200045274,12
31,share,user_1,5,/scratch/user_1,0.14947646699965844,13
32,share,user_58,1,/scratch/user_58,0.1259013959997901,13
33,share,user_67,6,/scratch/user_67,0.15757779700015817,13
34,share,user_3,7,/scratch/user_3,0.1506730979999702,13
35,share,user_5,8,/scratch/user_5,0.12213812799927837,12
36,share,user_8,4,/scratch/user_8,0.11664426700008335,11
37,share,user_10,10,/scratch/user_10,0.13707844900000055,11
38,share,user_2,9,/scratch/user_2,0.13211580099959974,10
39,share,user_9,7,/scratch/user_9,0.12080028799937281,11
40,share,user_1,3,/scratch/user_1,0.11799944100039284,11
41,share,user_58,5,/scratch/user_58,0.1330372209995403,11
42,share,user_7,11,/scratch/user_7,0.12273004700000456,10
43,share,user_67,12,/scratch/user_67,0.13641790399924503,9
44,share,user_3,7,/scratch/user_3,0.12302279899995483,9
45,share,user_5,11,/scratch/user_5,0.12399309400007041,9
46,share,user_8,5,/scratch/user_8,0.1274731529993005,9
47,share,user_2,9,/scratch/user_2,0.13817732900042756,9
48,share,user_9,11,/scratch/user_9,0.1292478690002099,9
49,share,user_6,8,/scratch/user_6,0.1345956870000009,8
50,share,user_1,1,/scratch/user_1,0.115016550999826,8
51,share,user_58,5,/scratch/user_58,0.11993365800026368,8
52,share,user_94,12,/scratch/user_94,0.132729093999842,7
53,share,user_7,7,/scratch/user_7,0.12697927499993966,7
54,share,user_67,8,/scratch/user_67,0.13618065299942828,7
55,share,user_3,11,/scratch/user_3,0.15390202900016448,6
56,share,user_5,8,/scratch/user_5,0.13518281399956322,7
57,share,user_10,5,/scratch/user_10,0.14893113000016456,7
58,share,user_2,7,/scratch/user_2,0.12601993699991,6
59,share,user_9,5,/scratch/user_9,0.12089120400014508,6
60,share,user_4,8,/scratch/user_4,0.12859828199998447,6
61,share,user_1,5,/scratch/user_1,0.1366556960001617,6
62,share,user_58,6,/scratch/user_58,0.13203854899984435,6
63,share,user_94,6,/scratch/user_94,0.1440364399995815,6
64,share,user_7,10,/scratch/user_7,0.14129405199946632,6
65,share,user_3,2,/scratch/user_3,0.12639689700063172,6
66,share,user_5,3,/scratch/user_5,0.14040937999925518,6
67,share,user_8,3,/scratch/user_8,0.13420485099959478,6
68,share,user_10,12,/scratch/user_10,0.1377130759992724,5
69,share,user_9,1,/scratch/user_9,0.13359293200028333,5
70,share,user_4,8,/scratch/user_4,0.13898145699931774,5
71,share,user_6,4,/scratch/user_6,0.1382872039994254,5
72,share,user_1,1,/scratch/user_1,0.14758437300042715,6
73,share,user_58,6,/scratch/user_58,0.12838382300014928,6
74,share,user_94,1,/scratch/user_94,0.1510569719994237,6
75,share,user_7,11,/scratch/user_7,0.151532890999988,7
76,share,user_67,1,/scratch/user_67,0.13437514299948816,7
77,share,user_3,10,/scratch/user_3,0.13390118200004508,6
78,share,user_5,5,/scratch/user_5,0.14380602100027318,6
79,share,user_8,7,/scratch/user_8,0.13109716899998602,6
80,share,user_10,11,/scratch/user_10,0.1469447859999491,6
81,share,user_26,11,/scratch/user_26,0.1344572269999844,7
82,share,user_2,5,/scratch/user_2,0.13063949900060834,7
83,share,user_4,6,/scratch/user_4,0.14439010700061772,7
84,share,user_6,9,/scratch/user_6,0.14714857800026948,7
85,share,user_1,4,/scratch/user_1,0.14177872000072966,7
86,share,user_58,3,/scratch/user_58,0.1520070599999599,7
87,share,user_94,5,/scratch/user_94,0.12646043800032203,7
88,share,user_7,7,/scratch/user_7,0.14497215099981986,8
89,share,user_67,1,/scratch/user_67,0.12104845300018496,8
90,share,user_59,2,/scratch/user_59,0.11082715399970766,9
91,share,user_5,10,/scratch/user_5,0.1384459529999731,9
92,share,user_8,7,/scratch/user_8,0.1383437859994956,9
93,share,user_10,2,/scratch/user_10,0.1279177360001995,9
94,share,user_26,8,/scratch/user_26,0.14843679200021143,9
95,share,user_2,1,/scratch/user_2,0.1388462470004015,9
96,share,user_6,8,/scratch/user_6,0.1485519590005424,9
97,share,user_1,7,/scratch/user_1,0.14007700299953285,8
98,share,user_58,2,/scratch/user_58,0.12253445999976975,8
99,share,user_94,4,/scratch/user_94,0.15814221300024656,8
100,share,user_7,3,/scratch/user_7,0.13207638000039879,8
101,share,user_67,6,/scratch/user_67,0.14578711300055147,9
102,share,user_59,10,/scratch/user_59,0.15088692900008027,9
103,share,user_5,11,/scratch/user_5,0.12461901099959505,9
104,share,user_8,6,/scratch/user_8,0.14768745499986835,10
105,share,user_10,11,/scratch/user_10,0.13601094099976763,11
106,share,user_26,2,/scratch/user_26,0.14554744500037486,11
107,share,user_2,1,/scratch/user_2,0.13024753900026553,11
108,share,user_4,10,/scratch/user_4,0.14625378199980332,11
109,share,user_6,1,/scratch/user_6,0.1287245729999995,11
110,share,user_1,7,/scratch/user_1,0.13236529899950256,12
111,share,user_72,12,/scratch/user_72,0.13082720800048264,13
112,share,user_58,8,/scratch/user_58,0.15534349200061115,12
113,share,user_7,5,/scratch/user_7,0.16916714099988894,12
114,share,user_67,6,/scratch/user_67,0.12742119100039417,12
115,share,user_59,12,/scratch/user_59,0.14585702899967146,12
116,share,user_5,9,/scratch/user_5,0.12514634700073657,11
117,share,user_8,2,/scratch/user_8,0.13840228500066587,11
118,share,user_10,1,/scratch/user_10,0.14382772800036037,11
119,share,user_26,3,/scratch/user_26,0.1528511870001239,11
120,share,user_2,9,/scratch/user_2,0.14004870999997365,10
121,share,user_4,13,/scratch/user_4,0.13988841699938348,10
122,share,user_6,12,/scratch/user_6,0.1283410289997846,9
123,share,user_1,12,/scratch/user_1,0.1281791109995538,9
124,share,user_72,8,/scratch/user_72,0.1367022350004845,9
125,share,user_58,9,/scratch/user_58,0.1294873249999,9
126,share,user_94,8,/scratch/user_94,0.12296454500028631,9
127,share,user_7,4,/scratch/user_7,0.1314269599997715,9
128,share,user_67,2,/scratch/user_67,0.13568252200002462,9
129,share,user_59,7,/scratch/user_59,0.13407513899983314,10
130,share,user_5,5,/scratch/user_5,0.1266590619998169,10
131,share,user_8,4,/scratch/user_8,0.1448031070003708,10
132,share,user_10,8,/scratch/user_10,0.16174010400027328,10
133,share,user_26,4,/scratch/user_26,0.15650195399939548,10
134,share,user_2,9,/scratch/user_2,0.1538090670001111,10
135,share,user_4,12,/scratch/user_4,0.1275058999999601,10
136,share,user_6,2,/scratch/user_6,0.1270598559995051,10
137,share,user_1,10,/scratch/user_1,0.1264741029999641,10
138,share,user_72,11,/scratch/user_72,0.13048382999932073,10
139,share,user_58,5,/scratch/user_58,0.12293279399909807,11
140,share,user_94,1,/scratch/user_94,0.141529007999452,11
141,share,user_67,5,/scratch/user_67,0.1444287300000724,11
142,share,user_59,3,/scratch/user_59,0.13130512600037036,11
143,share,user_5,12,/scratch/user_5,0.1375741140000173,11
144,share,user_8,4,/scratch/user_8,0.13690469399989524,11
145,share,user_10,5,/scratch/user_10,0.14413193699965632,11
146,share,user_26,9,/scratch/user_26,0.1599459700000807,11
147,share,user_4,12,/scratch/user_4,0.12958261800031323,11
148,share,user_6,3,/scratch/user_6,0.1312660430003234,11
149,share,user_1,8,/scratch/user_1,0.12882428099965182,10
150,share,user_72,4,/scratch/user_72,0.12948136599970894,10
151,share,user_58,8,/scratch/user_58,0.1491480849999789,10
152,share,user_94,2,/scratch/user_94,0.1669577950005987,10
153,share,user_7,13,/scratch/user_7,0.16840634399977716,10
154,share,user_67,2,/scratch/user_67,0.14949042100033694,10
155,share,user_59,13,/scratch/user_59,0.13732182100011414,9
156,share,user_5,12,/scratch/user_5,0.12803240199991706,9
157,share,user_8,10,/scratch/user_8,0.13441547399997944,8
158,share,user_26,8,/scratch/user_26,0.14918591900004685,9
159,share,user_2,11,/scratch/user_2,0.12983924299987848,8
160,share,user_9,12,/scratch/user_9,0.13290713300011703,9
161,share,user_4,2,/scratch/user_4,0.14036279299944,9
162,share,user_6,1,/scratch/user_6,0.1447124390006138,9
163,share,user_1,9,/scratch/user_1,0.12959895000039978,9
164,share,user_72,9,/scratch/user_72,0.12538826399941172,9
