,operation,from_user,to_users_count,resource,latency,num_contexts
0,unshare,user_3,3,/scratch/user_3,0.16365944000062882,2
1,unshare,user_4,4,/scratch/user_4,0.15884679400005552,7
2,unshare,user_2,1,/scratch/user_2,0.13671090999923763,10
3,unshare,user_7,10,/scratch/user_7,0.10591223800020089,8
4,unshare,user_3,9,/scratch/user_3,0.15383360700070625,9
5,unshare,user_9,10,/scratch/user_9,0.11148863600010372,8
6,unshare,user_3,2,/scratch/user_3,0.16290343699984078,9
7,unshare,user_10,1,/scratch/user_10,0.1536541470004522,8
8,unshare,user_5,10,/scratch/user_5,0.1624395180006104,8
9,unshare,user_4,7,/scratch/user_4,0.1606548429999748,8
10,unshare,user_8,8,/scratch/user_8,0.17236839199995302,8
11,unshare,user_9,2,/scratch/user_9,0.15802116499980912,6
12,unshare,user_26,5,/scratch/user_26,0.14991888199983805,6
13,unshare,user_8,8,/scratch/user_8,0.11215501399965433,5
14,unshare,user_1,8,/scratch/user_1,0.15875371000038285,7
15,unshare,user_7,2,/scratch/user_7,0.1480209150004157,7
16,unshare,user_92,2,/scratch/user_92,0.17423644099926605,8
17,unshare,user_6,10,/scratch/user_6,0.152693891999661,11
18,unshare,user_18,2,/scratch/user_18,0.15210330600075395,7
19,unshare,user_75,7,/scratch/user_75,0.17886158500004967,10
20,unshare,user_57,4,/scratch/user_57,0.16478144300072017,8
21,unshare,user_18,8,/scratch/user_18,0.17102405300011014,9
22,unshare,user_48,17,/scratch/user_48,0.11307926700010285,12
23,unshare,user_8,16,/scratch/user_8,0.14826766500027588,11
24,unshare,user_4,5,/scratch/user_4,0.16567090500029735,10
25,unshare,user_96,8,/scratch/user_96,0.12254813999970793,8
26,unshare,user_7,17,/scratch/user_7,0.1213485939997554,8
27,unshare,user_18,3,/scratch/user_18,0.1621365560004051,10
28,unshare,user_4,8,/scratch/user_4,0.17305701799978124,11
29,unshare,user_75,12,/scratch/user_75,0.17369235399928584,12
30,unshare,user_92,10,/scratch/user_92,0.17155422100040596,13
31,unshare,user_4,7,/scratch/user_4,0.18739249499958532,14
32,unshare,user_96,9,/scratch/user_96,0.18719991099987965,14
33,unshare,user_9,10,/scratch/user_9,0.17239880799934326,15
34,unshare,user_92,12,/scratch/user_92,0.16746057799991831,14
35,unshare,user_48,9,/scratch/user_48,0.17859649999991234,13
36,unshare,user_71,2,/scratch/user_71,0.10056454699952155,13
37,unshare,user_26,14,/scratch/user_26,0.17150413600029424,14
38,unshare,user_96,4,/scratch/user_96,0.17832633200032433,13
39,unshare,user_9,4,/scratch/user_9,0.16983821300073032,12
40,unshare,user_92,1,/scratch/user_92,0.1834933110003476,13
41,unshare,user_96,7,/scratch/user_96,0.16600407199985057,16
42,unshare,user_75,9,/scratch/user_75,0.18197859700012486,17
43,unshare,user_53,1,/scratch/user_53,0.20156655400023737,13
44,unshare,user_8,17,/scratch/user_8,0.18360089500038157,10
45,unshare,user_90,16,/scratch/user_90,0.2397456720000264,9
46,unshare,user_1,14,/scratch/user_1,0.22946375399988028,9
47,unshare,user_5,17,/scratch/user_5,0.1998297130003266,10
48,unshare,user_9,3,/scratch/user_9,0.17318789299952186,9
49,unshare,user_5,1,/scratch/user_5,0.17362085300010222,11
50,unshare,user_93,9,/scratch/user_93,0.23084967500017228,13
51,unshare,user_85,4,/scratch/user_85,0.1906526329994449,15
52,unshare,user_57,6,/scratch/user_57,0.2059356130002925,15
53,unshare,user_92,24,/scratch/user_92,0.1760551960005614,15
54,unshare,user_5,5,/scratch/user_5,0.1639781869998842,16
55,unshare,user_96,7,/scratch/user_96,0.19947237700034748,16
56,unshare,user_2,4,/scratch/user_2,0.20207947100061574,16
57,unshare,user_53,14,/scratch/user_53,0.2174179939993337,18
58,unshare,user_29,2,/scratch/user_29,0.22400881399971695,19
59,unshare,user_18,25,/scratch/user_18,0.2454665279992696,19
60,unshare,user_52,7,/scratch/user_52,0.2083822060003513,20
61,unshare,user_79,18,/scratch/user_79,0.244472857000801,20
62,unshare,user_57,10,/scratch/user_57,0.2139625210002123,19
63,unshare,user_9,12,/scratch/user_9,0.2151856090004003,19
64,unshare,user_2,2,/scratch/user_2,0.21202522099974885,19
65,unshare,user_79,7,/scratch/user_79,0.21553398600008222,20
66,unshare,user_53,4,/scratch/user_53,0.19821320499977446,19
67,unshare,user_26,28,/scratch/user_26,0.23905658300009236,18
68,unshare,user_48,10,/scratch/user_48,0.24542852700051299,17
69,unshare,user_52,5,/scratch/user_52,0.20883883299939043,16
70,unshare,user_5,13,/scratch/user_5,0.1333243079998283,15
71,unshare,user_92,18,/scratch/user_92,0.24518190000071627,15
72,unshare,user_93,18,/scratch/user_93,0.2686365819999992,15
73,unshare,user_79,18,/scratch/user_79,0.18157867599984456,15
74,unshare,user_22,27,/scratch/user_22,0.20722794999983307,16
75,unshare,user_82,28,/scratch/user_82,0.21823745500023506,16
76,unshare,user_83,32,/scratch/user_83,0.2337936029998673,16
77,unshare,user_85,18,/scratch/user_85,0.1464120290002029,16
78,unshare,user_4,27,/scratch/user_4,0.19870324800012895,16
79,unshare,user_5,3,/scratch/user_5,0.08073267100007797,16
80,unshare,user_57,7,/scratch/user_57,0.10671565499978897,16
81,unshare,user_18,8,/scratch/user_18,0.1002614610006276,16
82,unshare,user_9,2,/scratch/user_9,0.07918033100031607,16
83,unshare,user_92,19,/scratch/user_92,0.19124063300023408,16
84,unshare,user_29,17,/scratch/user_29,0.15861228799985838,16
85,unshare,user_3,5,/scratch/user_3,0.09425822800039896,16
86,unshare,user_83,8,/scratch/user_83,0.22522844200011605,16
87,unshare,user_5,19,/scratch/user_5,0.17420593600036227,16
88,unshare,user_75,1,/scratch/user_75,0.1861010279999391,16
89,unshare,user_2,31,/scratch/user_2,0.21962746000008337,16
90,unshare,user_52,19,/scratch/user_52,0.1569573639999362,16
91,unshare,user_71,21,/scratch/user_71,0.2723365969995939,16
92,unshare,user_18,1,/scratch/user_18,0.16274609699939901,16
93,unshare,user_52,18,/scratch/user_52,0.18024316999981238,16
94,unshare,user_29,10,/scratch/user_29,0.23606036199998925,16
95,unshare,user_79,29,/scratch/user_79,0.2180721189997712,16
96,unshare,user_27,8,/scratch/user_27,0.10426676899987797,16
97,unshare,user_4,10,/scratch/user_4,0.12745444900065195,16
98,unshare,user_90,1,/scratch/user_90,0.18877287200029969,16
99,unshare,user_6,23,/scratch/user_6,0.17654907100040873,16
100,unshare,user_2,2,/scratch/user_2,0.08108525499937969,18
101,unshare,user_6,10,/scratch/user_6,0.22610769299990352,19
102,unshare,user_53,1,/scratch/user_53,0.17254638700069336,19
103,unshare,user_3,13,/scratch/user_3,0.1267604869999559,20
104,unshare,user_5,28,/scratch/user_5,0.21103596400007518,21
105,unshare,user_1,7,/scratch/user_1,0.22500310499981424,21
106,unshare,user_4,23,/scratch/user_4,0.16935349800041877,21
107,unshare,user_22,18,/scratch/user_22,0.14260601099977066,21
108,unshare,user_48,32,/scratch/user_48,0.20665873699999793,21
109,unshare,user_27,22,/scratch/user_27,0.1383117850000417,22
110,unshare,user_22,6,/scratch/user_22,0.1922991360006563,23
111,unshare,user_57,23,/scratch/user_57,0.15091108799970243,23
112,unshare,user_6,25,/scratch/user_6,0.17295405400000163,23
113,unshare,user_79,11,/scratch/user_79,0.10797486699993897,26
114,unshare,user_98,19,/scratch/user_98,0.1466114449995075,27
115,unshare,user_22,3,/scratch/user_22,0.18790803399951983,27
116,unshare,user_90,17,/scratch/user_90,0.15036433600016608,27
117,unshare,user_90,23,/scratch/user_90,0.1652275220003503,29
118,unshare,user_82,13,/scratch/user_82,0.1425641360001464,31
119,unshare,user_1,3,/scratch/user_1,0.08356947399988712,32
120,unshare,user_75,15,/scratch/user_75,0.15093379600057233,32
121,unshare,user_53,12,/scratch/user_53,0.1261637769994195,32
122,unshare,user_96,4,/scratch/user_96,0.20248892800009344,32
123,unshare,user_91,33,/scratch/user_91,0.17153463100021327,32
124,unshare,user_53,11,/scratch/user_53,0.10262763599985192,32
125,unshare,user_89,15,/scratch/user_89,0.145040646999405,32
126,unshare,user_96,21,/scratch/user_96,0.11860453600002074,32
127,unshare,user_9,34,/scratch/user_9,0.17198629999984405,32
128,unshare,user_6,31,/scratch/user_6,0.1468741950002368,32
129,unshare,user_78,17,/scratch/user_78,0.118059574999279,32
130,unshare,user_45,17,/scratch/user_45,0.11531806299990421,32
131,unshare,user_3,25,/scratch/user_3,0.13358876500024053,32
132,unshare,user_89,17,/scratch/user_89,0.12722865500018088,32
133,unshare,user_15,29,/scratch/user_15,0.16153608900003746,32
