timestamp,share_count,unshare_count,total_latency
1,10,1,1.3330634890044166
2,10,1,1.4738324570025725
3,11,1,1.6310502269989229
4,9,2,1.5235769790015183
5,13,2,2.052070708003157
6,10,0,1.3294873960039695
7,11,0,1.40650745801031
8,14,3,2.2577620210067835
9,15,3,2.749539400992944
10,14,2,2.27363495899408
11,16,3,2.641134535002493
12,15,1,2.1947040210070554
13,16,3,2.6276504729976295
14,16,3,2.3900666699955764
15,17,1,2.407136649999302
16,15,1,2.1510920680011623
17,13,2,1.9264887899989844
18,16,2,2.4914175079902634
19,18,0,2.5847078900078486
20,20,2,2.95551954199982
21,17,5,2.9136376589922293
22,18,4,3.243324280992965
23,20,1,3.3293469850104884
24,19,1,2.9059058009988803
25,19,2,3.2041884490136
26,20,3,3.2336342170056014
27,19,3,3.0804606370074907
28,22,3,3.557346014007635
29,24,4,3.9256774869973015
30,21,3,3.500247803996899
31,26,4,4.501914399996167
32,25,2,4.102841108007851
33,25,2,4.037278087991581
34,24,3,3.999294633998943
35,25,0,3.5578567199954705
36,24,2,3.715859382005874
37,23,1,3.4703155960087315
38,24,1,3.3737925980130967
39,24,4,3.966124676004256
40,23,2,3.441023249994032
41,25,1,3.6235125890161726
42,26,3,4.083740604004561
43,24,3,3.904260636998515
44,24,3,3.919363771990902
45,26,3,4.310643141991022
46,28,2,4.400064427012694
47,26,2,3.9988050159954582
48,26,2,4.316290779013798
49,26,4,4.38754903699737
50,23,1,3.4162056740024127
51,27,0,3.808911336993333
52,25,5,4.3617822129926935
53,27,3,4.130842581998877
54,27,4,4.4756208390135725
55,27,2,4.254530549002084
56,29,2,4.757982474995515
57,28,4,4.686335844009591
58,29,2,4.631086394001613
59,32,4,5.369939200998488
60,28,2,4.45145286999832
61,25,1,3.81065268700695
62,28,5,4.87567314901753
63,31,2,4.877808751996781
64,28,2,4.4217813730028865
65,27,5,4.742053579986532
66,25,0,3.5377632119925693
67,28,2,4.315604016002908
68,31,4,5.095276444000774
69,32,3,5.200284818005457
70,33,4,5.718906123009219
71,32,4,5.582199207005033
72,35,3,5.928928862002067
73,32,3,5.697977329007699
74,33,1,5.392142592001619
75,35,4,6.004416433006554
