timestamp,share_count,unshare_count,total_latency
0,16,4,4.692219816002762
1,14,3,4.60948007099887
2,13,5,4.46965330400144
3,16,4,5.486396202999458
4,19,6,7.586325481998756
5,21,7,8.737116005002463
6,24,7,9.428471024999453
7,20,5,8.992628430997684
8,25,8,9.779019821000475
9,24,11,10.072158071999183
10,24,8,9.548292581001078
11,29,9,11.304798695002319
12,25,8,9.765539425998213
13,22,10,9.796110090001093
14,24,13,10.853831250998155
15,32,13,13.542222983000102
16,28,14,12.80022033199748
17,36,18,15.730690011999286
18,35,15,14.685940301998016
19,34,10,12.975429712997538
20,34,14,13.896092651004437
21,25,18,12.651976247998391
22,27,18,13.695939341998383
23,26,17,12.283635174995652
24,27,18,13.590786135991948
25,28,16,13.31079706199489
26,22,26,14.125988040004813
27,31,25,18.42357372900551
28,30,18,18.138823710009092
29,30,19,15.82090432300538
30,39,23,21.054515446998266
31,32,18,17.05006333399251
32,33,22,19.128329133996886
33,39,19,20.419920605003426
34,34,21,19.689071664002768
35,36,27,22.17783825200786
36,44,23,24.5274365740097
37,38,23,22.746988255996257
38,32,34,24.473452989008365
39,48,31,27.615898859008666
40,39,36,26.59266127999399
41,30,28,19.681266526004038
42,35,36,24.428916060005577
43,39,38,26.91943987299601
44,32,31,22.536892478989103
45,39,29,24.273310063999816
46,34,44,29.748634216004575
47,37,35,20.303308083006414
48,36,29,19.920900125007392
49,36,38,21.99727510500452
50,37,40,23.078614716003358
51,33,34,19.789898816999994
52,36,41,21.988471670010767
53,28,38,20.810669240008792
54,34,38,22.263969639003335
55,32,31,19.538239493003857
56,31,33,20.00284429299063
57,29,27,18.058559373006574
58,34,34,21.40321599800336
59,36,33,23.069548874007523
60,32,40,23.89932888600015
61,32,41,22.825905531997705
62,22,34,16.30245649299468
63,29,41,19.918026850000388
64,24,37,17.144571271013774
65,25,30,17.73000661000151
66,24,30,15.963056826001775
67,23,26,14.161680176994196
68,28,30,17.704388854985154
69,20,40,16.68786966299922
70,21,40,17.945534047988986
71,26,30,16.00466344299639
72,25,33,17.238642635005817
73,25,31,16.978022346993384
74,20,29,14.107144659003097
75,27,33,17.380997154006764
76,15,28,11.468512013998406
77,16,33,13.012097505987185
78,20,32,13.353338745002475
79,19,26,11.543703208002626
80,13,26,9.983573737999905
81,15,23,9.757966575996761
82,10,22,7.795062548000715
83,13,20,8.074834317005298
84,12,25,8.657547121001699
85,14,25,9.995965739002713
86,11,19,7.1297586880136805
87,14,20,8.172049874003278
88,6,14,4.919057094997697
89,8,12,4.780062098003327
90,11,19,6.648649061005926
91,7,17,5.540845812998668
92,13,19,7.0578025139984675
93,11,12,5.502224294003099
94,8,19,6.094694915002037
95,6,13,4.775564191999365
96,7,13,4.8936119729969505
97,1,10,2.089064972002234
98,8,12,4.553174030004811
99,5,6,2.348509882001963
