timestamp,share_count,unshare_count,total_latency
1,10,0,1.5152788210070867
2,10,2,1.8242391830026463
3,10,4,2.1173228709994873
4,10,1,1.64440361101515
5,12,1,1.9299831589996757
6,11,2,1.9011170129961101
7,13,0,1.9698828010041325
8,13,0,1.9229748699945048
9,14,1,2.149414797007921
10,13,2,2.164439106003556
11,12,3,2.3002045310058747
12,12,0,1.7407858379956451
13,13,1,2.11467312100649
14,13,1,2.233130753997102
15,15,0,2.1066978350063437
16,15,3,2.795326410992857
17,16,3,3.1091390179899463
18,16,3,2.906589164995239
19,14,2,2.575306285991246
20,17,2,2.9262086290036677
21,18,3,3.321969924996665
22,18,1,2.866661155007023
23,18,2,3.1552062450027734
24,19,0,2.963450791001378
25,18,1,2.870837522987131
26,19,1,3.0059577929932857
27,19,1,3.0884921759934514
28,20,2,3.4596275750009227
29,21,2,3.6014631379948696
30,23,2,4.076067628997407
31,22,1,3.785027955997066
32,20,3,3.700346988000092
33,23,3,4.12996067900167
34,25,0,4.091069553993293
35,22,1,3.7407622470091155
36,26,4,4.745610583995585
37,24,2,4.476945712005545
38,24,2,4.28011205900475
39,23,3,4.30939401399155
40,26,6,5.510991675004334
41,24,3,4.466538211010629
42,25,4,4.760235656995064
43,25,4,3.348548167003173
44,27,1,3.074183847009408
45,29,4,4.027784025005531
46,29,7,4.844617887003551
47,26,3,2.860838843989768
48,30,1,3.26160165100373
49,27,4,3.8504135069924814
50,26,4,3.168823362004332
51,31,2,3.5944022269941343
52,29,5,3.7833033819952107
53,31,0,4.083518295010435
54,31,4,3.935227912006667
55,36,3,4.870403516008082
56,32,2,5.976279738020821
57,34,6,7.09603339098976
58,33,2,6.420625218004716
59,34,6,6.745897593991685
60,34,1,6.114328560994181
61,30,0,5.294224460016267
62,33,5,6.665929545990366
63,37,5,7.436516643003415
64,34,2,6.399539922000258
65,38,5,7.608929221005383
66,36,3,6.9509019770157465
67,34,6,7.157519393000257
68,36,2,7.121629720011697
69,38,4,7.538211036007851
70,37,2,7.183240089012543
71,38,5,8.803398123993247
72,37,7,10.808903092001856
73,39,5,9.571904865999386
74,37,4,8.688970402999985
75,39,5,9.042966180000803
76,38,5,8.77118965399859
77,38,9,9.301307811987499
78,39,4,8.999245900005917
79,40,3,8.620768527001928
80,41,5,9.1667683870146
81,41,8,9.790620382005727
82,38,4,8.66007059500771
83,41,2,8.798482197002159
84,39,4,8.221256585988158
85,41,11,11.134994577983889
86,42,5,9.86140812901067
87,36,4,9.896128016003786
88,39,9,9.849541351995867
89,44,6,10.05873173501459
90,37,5,8.692402602995571
91,42,4,9.486987837000925
92,42,8,10.217893934997846
93,43,5,9.868939967000188
94,45,5,10.33962477598834
95,44,6,10.657883725005377
96,46,4,10.46493882399227
97,48,4,10.776688470999943
98,44,3,9.959980082992843
99,46,9,11.561832482006139
100,5,36,9.112892367989843
101,11,39,9.505499669998244
102,11,38,10.308038592997036
103,9,33,9.688648290986748
104,14,33,8.26844031100336
105,15,35,8.811353749017144
106,7,31,8.007843246992707
107,11,33,7.328841922004358
108,8,23,6.987829259986029
109,7,25,6.925080013992556
110,10,20,7.4839865309913876
111,6,24,7.138996354009578
112,14,26,9.110282884998014
113,7,16,5.821367770000506
114,4,19,5.439074035999511
115,10,25,7.406702399988717
116,5,20,6.184831479989953
117,7,15,4.954933554014133
118,8,19,5.776519613991695
119,4,13,3.9366283679992193
120,4,14,3.556217970999569
121,7,12,3.7122079799992207
122,5,12,3.74171755999123
123,5,13,3.5051515700033633
124,5,11,2.977360762997705
125,7,16,4.380849557004694
126,5,14,4.2867310469955555
127,6,16,4.156524866986729
128,4,12,3.299961400010943
129,7,13,3.9663215089967707
130,6,14,3.5334565630000725
131,11,16,5.228886581018742
132,6,18,4.653019574998325
133,6,16,4.2152572109989705
134,7,12,3.7435170910030138
135,4,12,3.1671440650097793
136,7,13,3.8969091640028637
137,6,16,4.271931080998911
138,2,8,1.9535689369949978
139,6,9,2.771923840002273
140,3,9,1.9131522180068714
141,5,10,2.8005867110005056
142,6,10,2.8786053450021427
143,3,8,2.1194921959940984
144,3,6,1.4835554269993736
145,5,9,2.362546068998199
146,4,8,2.018928553996375
147,3,12,2.2990237580052053
148,1,5,0.8688034519946086
149,3,4,1.1781595239954186
150,3,4,1.2681631660016137
151,2,6,1.1849937459955981
152,5,5,1.562328569991223
153,4,5,1.4043984509989969
154,3,4,1.0855827300001692
155,4,5,1.4446845049933472
156,2,4,0.9519239710025431
157,2,5,1.0845885930029908
158,3,4,1.1125151619999087
159,2,4,0.8668028759930166
160,1,1,0.3178071709990036
161,3,3,0.9216671790054534
162,2,1,0.5069902659961372
163,3,5,1.1980087810043187
164,2,7,1.2666979119967436
165,2,4,0.8492202409979654
166,2,3,0.7122443569969619
167,1,3,0.5925103910012695
168,4,4,1.140277670994692
169,4,3,1.0950214309996227
170,2,5,0.9460257659957279
171,2,2,0.6488997760025086
172,4,4,1.2474470130000554
173,2,7,1.3046069430092757
174,3,5,1.2944399549996888
175,1,5,0.8923224989994196
176,3,3,0.931102346003172
177,1,4,0.7223579110068385
178,3,4,0.9837480980022519
179,2,3,0.6569208729997627
180,0,2,0.22395959500136087
181,2,1,0.5019535309947969
182,3,2,0.7969524259970058
183,2,3,0.7975293839990627
184,1,4,0.7149675530054083
185,1,3,0.6041040309974051
186,5,5,1.3290355219942285
187,3,6,1.2589941369951703
188,2,3,0.7991455489973305
189,3,3,0.9877672190013982
190,3,7,1.5543086509933346
191,1,5,0.8046670979965711
192,3,3,0.9470404439998674
193,4,4,1.2561972429975867
194,1,1,0.3302966010014643
195,3,3,0.9343793270018068
196,2,5,1.036257199008105
197,2,7,1.463623493003979
198,4,7,1.6235710460096016
199,3,3,1.1730665180039068
200,2,6,1.1323505849941284
