operation,from_user,to_users_count,resource,latency,num_contexts
unshare,user_88,4,/scratch/user_88,0.15301276399986818,41
unshare,user_69,3,/scratch/user_69,0.2021886539987463,41
unshare,user_52,11,/scratch/user_52,0.22016407899718615,41
unshare,user_72,4,/scratch/user_72,0.1661244679999072,41
unshare,user_16,2,/scratch/user_16,0.19620826100072009,41
unshare,user_100,2,/scratch/user_100,0.18205526300152997,41
unshare,user_40,7,/scratch/user_40,0.19599946899688803,41
unshare,user_85,1,/scratch/user_85,0.11957604499912122,40
unshare,user_18,14,/scratch/user_18,0.20933329800027423,40
unshare,user_7,14,/scratch/user_7,0.15469260200188728,39
unshare,user_36,4,/scratch/user_36,0.18529798000236042,39
unshare,user_66,1,/scratch/user_66,0.15484260199809796,39
unshare,user_96,16,/scratch/user_96,0.22543509300157893,40
unshare,user_69,11,/scratch/user_69,0.22162133199890377,40
unshare,user_99,6,/scratch/user_99,0.18195188699974096,40
unshare,user_52,16,/scratch/user_52,0.1619139139984327,39
unshare,user_92,25,/scratch/user_92,0.24149051200220129,39
unshare,user_16,3,/scratch/user_16,0.19788459700066596,39
unshare,user_60,10,/scratch/user_60,0.21024621600008686,39
unshare,user_62,4,/scratch/user_62,0.19120236999879126,39
unshare,user_100,1,/scratch/user_100,0.1487841260022833,39
unshare,user_40,1,/scratch/user_40,0.15620502200181363,39
unshare,user_2,21,/scratch/user_2,0.2690490470013174,39
unshare,user_18,3,/scratch/user_18,0.1724752339978295,39
unshare,user_9,2,/scratch/user_9,0.18587643899809336,39
unshare,user_36,2,/scratch/user_36,0.17176694000227144,39
unshare,user_88,1,/scratch/user_88,0.15792573399812682,39
unshare,user_66,5,/scratch/user_66,0.18600343800062547,39
unshare,user_69,5,/scratch/user_69,0.33116771500135656,38
unshare,user_99,1,/scratch/user_99,0.2906566009987728,38
unshare,user_52,5,/scratch/user_52,0.2851294609972683,39
unshare,user_92,2,/scratch/user_92,0.3007954200002132,39
unshare,user_16,3,/scratch/user_16,0.19963559700045153,39
unshare,user_60,12,/scratch/user_60,0.2095548739998776,39
unshare,user_100,1,/scratch/user_100,0.11771099399993545,38
unshare,user_40,1,/scratch/user_40,0.18168258800142212,38
unshare,user_2,4,/scratch/user_2,0.18777443900034996,38
unshare,user_85,30,/scratch/user_85,0.26216585299698636,39
unshare,user_18,1,/scratch/user_18,0.15913156700116815,39
unshare,user_9,1,/scratch/user_9,0.16936142900158302,39
unshare,user_7,15,/scratch/user_7,0.20482844399884925,40
unshare,user_36,19,/scratch/user_36,0.23789341099836747,40
unshare,user_96,2,/scratch/user_96,0.21939219100022456,39
unshare,user_69,5,/scratch/user_69,0.2855699569990975,39
unshare,user_99,1,/scratch/user_99,0.1806128330026695,39
unshare,user_52,2,/scratch/user_52,0.18558826399748796,39
unshare,user_92,1,/scratch/user_92,0.16625145899888594,39
unshare,user_87,8,/scratch/user_87,0.17723261500213994,40
unshare,user_16,10,/scratch/user_16,0.21919556499778992,40
unshare,user_60,2,/scratch/user_60,0.16743742099788506,40
unshare,user_82,1,/scratch/user_82,0.11836770199806779,39
unshare,user_40,1,/scratch/user_40,0.17780565800057957,39
unshare,user_2,1,/scratch/user_2,0.17824065899912966,39
unshare,user_85,1,/scratch/user_85,0.15374517500094953,39
unshare,user_18,1,/scratch/user_18,0.10129036299986183,38
unshare,user_9,1,/scratch/user_9,0.17904332800026168,38
unshare,user_7,1,/scratch/user_7,0.11142584999834071,37
unshare,user_36,14,/scratch/user_36,0.22324149099949864,37
unshare,user_69,10,/scratch/user_69,0.348362000000634,36
unshare,user_99,2,/scratch/user_99,0.24251495800126577,36
unshare,user_52,8,/scratch/user_52,0.2141993810000713,36
unshare,user_92,2,/scratch/user_92,0.19023348200062173,36
unshare,user_72,12,/scratch/user_72,0.24964801899841405,36
unshare,user_87,4,/scratch/user_87,0.18051637100143125,36
unshare,user_60,11,/scratch/user_60,0.20810794700082624,36
unshare,user_2,4,/scratch/user_2,0.18501259100230527,36
unshare,user_85,2,/scratch/user_85,0.11839990799853695,35
unshare,user_9,1,/scratch/user_9,0.1589213520019257,35
unshare,user_36,1,/scratch/user_36,0.17595502500262228,35
unshare,user_66,2,/scratch/user_66,0.15567159300189815,35
unshare,user_96,22,/scratch/user_96,0.25139764599953196,35
unshare,user_99,5,/scratch/user_99,0.1765077329982887,35
unshare,user_52,3,/scratch/user_52,0.16198440099833533,35
unshare,user_92,4,/scratch/user_92,0.16686970599766937,35
unshare,user_72,7,/scratch/user_72,0.20683131599798799,35
unshare,user_16,1,/scratch/user_16,0.2012354670005152,35
unshare,user_60,4,/scratch/user_60,0.19086327199693187,35
unshare,user_23,10,/scratch/user_23,0.22297948400228051,35
unshare,user_29,1,/scratch/user_29,0.18459583799995016,35
unshare,user_73,8,/scratch/user_73,0.2232398189989908,35
unshare,user_1,24,/scratch/user_1,0.23002392000125838,36
unshare,user_36,14,/scratch/user_36,0.1996335870026087,36
unshare,user_66,1,/scratch/user_66,0.1498899510006595,36
unshare,user_52,1,/scratch/user_52,0.20412038900030893,33
unshare,user_92,5,/scratch/user_92,0.2124580359995889,32
unshare,user_72,1,/scratch/user_72,0.22664411599907908,32
unshare,user_60,4,/scratch/user_60,0.1731943040031183,32
unshare,user_23,1,/scratch/user_23,0.19023343400112935,32
unshare,user_29,6,/scratch/user_29,0.19239423199906014,32
unshare,user_100,1,/scratch/user_100,0.11256822200084571,32
unshare,user_82,3,/scratch/user_82,0.12102299599791877,32
unshare,user_2,3,/scratch/user_2,0.16695966200131807,32
unshare,user_73,20,/scratch/user_73,0.21912559599877568,32
unshare,user_44,7,/scratch/user_44,0.17499510099878535,32
unshare,user_7,11,/scratch/user_7,0.19861591400331235,32
unshare,user_36,5,/scratch/user_36,0.1721012170019094,32
unshare,user_66,3,/scratch/user_66,0.1224598739972862,31
unshare,user_99,4,/scratch/user_99,0.16747441200277535,31
unshare,user_72,15,/scratch/user_72,0.2212258079998719,31
unshare,user_68,10,/scratch/user_68,0.19723649400111753,31
unshare,user_60,3,/scratch/user_60,0.1701197529982892,31
unshare,user_62,23,/scratch/user_62,0.22468202600066434,31
unshare,user_58,10,/scratch/user_58,0.22005151299890713,31
unshare,user_40,2,/scratch/user_40,0.15992505800022627,31
unshare,user_73,2,/scratch/user_73,0.18121632399925147,31
unshare,user_18,13,/scratch/user_18,0.20671976800076663,32
unshare,user_71,20,/scratch/user_71,0.2438033690013981,32
unshare,user_44,8,/scratch/user_44,0.1936200660020404,32
unshare,user_9,8,/scratch/user_9,0.2097673170028429,32
unshare,user_42,11,/scratch/user_42,0.21408728800088284,32
unshare,user_7,1,/scratch/user_7,0.11736960900088889,31
unshare,user_36,1,/scratch/user_36,0.14035375400271732,31
unshare,user_88,2,/scratch/user_88,0.18965967999974964,31
unshare,user_96,8,/scratch/user_96,0.22507460799897672,29
unshare,user_99,7,/scratch/user_99,0.19357597999987775,29
unshare,user_92,10,/scratch/user_92,0.21251890599887702,30
unshare,user_68,5,/scratch/user_68,0.18348603599952185,30
unshare,user_60,3,/scratch/user_60,0.1762868920013716,30
unshare,user_23,2,/scratch/user_23,0.17536113900132477,30
unshare,user_29,4,/scratch/user_29,0.18838125800175476,30
unshare,user_62,12,/scratch/user_62,0.2390925609979604,30
unshare,user_58,14,/scratch/user_58,0.20726730800015503,30
unshare,user_2,3,/scratch/user_2,0.1651959029986756,31
unshare,user_73,3,/scratch/user_73,0.1767683930011117,31
unshare,user_18,4,/scratch/user_18,0.17661468400183367,31
unshare,user_44,6,/scratch/user_44,0.19579115200031083,31
unshare,user_51,8,/scratch/user_51,0.18734912899890332,31
unshare,user_9,8,/scratch/user_9,0.2131653649994405,31
unshare,user_7,10,/scratch/user_7,0.2086823520003236,32
unshare,user_36,1,/scratch/user_36,0.16216972800248186,32
unshare,user_88,5,/scratch/user_88,0.1875100039978861,32
