timestamp,share_count,unshare_count,total_latency
0,20,5,5.499966931996823
1,13,5,4.223524610997629
2,17,9,5.930678864007859
3,13,4,4.043519950995687
4,21,5,6.777092722999441
5,17,7,6.561856157997681
6,23,11,8.725287702003698
7,21,19,10.286184728998705
8,25,10,9.611371780003537
9,26,7,8.471180991007714
10,23,13,9.72660704599366
11,25,14,10.507263918998433
12,30,4,9.400531790995956
13,26,14,11.154918804002591
14,25,14,10.75569472999996
15,29,18,12.759000611004012
16,32,8,10.88708577800935
17,33,14,12.825211951007077
18,27,10,10.12802723400091
19,37,14,14.667050534995724
20,28,17,12.510156050999285
21,28,12,11.699751832002221
22,35,19,15.291975511998317
23,30,17,13.088128436000261
24,23,12,10.0123373860024
25,34,14,14.42356426900551
26,22,20,11.915407564001725
27,33,18,14.304756318997534
28,31,15,13.364787337002781
29,32,25,16.964227406002465
30,31,20,15.731774922998738
31,29,20,14.661232128995835
32,31,20,14.928768166006193
33,34,22,16.857534837003186
34,29,29,18.392286365000473
35,34,21,16.547127472002103
36,39,17,17.41620850299114
37,41,28,20.541757123000934
38,44,25,22.299028517001716
39,52,27,26.034594092005136
40,39,38,25.855849854002372
41,35,49,27.990199081996252
42,35,29,21.239750282002205
43,36,31,20.002211919003457
44,30,35,19.111586483000792
45,38,38,22.420793044006132
46,31,35,19.058810971004277
47,33,26,17.236567633999584
48,36,31,19.923604696994516
49,40,35,24.09778169200763
50,39,38,22.041875922986947
51,32,29,18.40166898300049
52,37,33,21.465157128999635
53,34,36,21.413960006992056
54,30,39,20.76780460001828
55,28,26,16.951311677001286
56,38,32,22.339694780013815
57,35,39,24.186269051006093
58,34,30,21.11510133899901
59,35,36,20.558700595001937
60,29,39,19.40802639699359
61,30,47,21.97706389400264
62,24,35,17.15130746700197
63,28,40,19.44360768000297
64,27,34,17.77183197199156
65,17,34,13.798943972007692
66,29,34,17.514357386000484
67,22,35,15.288265218998276
68,17,26,11.461629710993293
69,26,30,14.885159886003748
70,18,24,11.204489468000247
71,17,28,11.648876943001596
72,29,26,14.852626945999873
73,16,24,10.734760520006603
74,23,25,12.953390561004198
75,14,28,11.13251745400521
76,18,26,11.542468080990147
77,19,21,10.495685674994093
78,12,23,8.759099169996261
79,20,20,10.181405440001981
80,14,19,8.474977626005057
81,13,22,8.935150380009873
82,17,25,11.13022004800223
83,18,21,9.886375955002222
84,13,19,8.557344678005393
85,6,20,6.3490344420024485
86,9,18,6.330441170000995
87,13,23,8.911519252005746
88,11,22,7.7828187009981775
89,11,20,6.916402911998375
90,3,15,4.130063712005722
91,11,14,5.832948653998756
92,4,13,3.6133929870011343
93,6,9,3.404465863995938
94,6,11,3.9115774630045053
95,8,13,4.595848088998537
96,6,9,3.2927282390010078
97,9,13,4.74841644299886
98,4,8,2.536343437001051
99,8,10,4.107068480001544
