tick,operation,from_user,to_users_count,resource,latency,num_contexts
0,share,user_4,6,/scratch/user_4,0.37248410100028195,1
0,share,user_1,17,/scratch/user_1,0.4187389590001658,2
0,share,user_13,7,/scratch/user_13,0.3885137360002773,3
0,share,user_18,16,/scratch/user_18,0.3969133759997021,4
0,share,user_2,9,/scratch/user_2,0.4669653810001364,5
0,share,user_15,7,/scratch/user_15,0.4552604330001486,6
0,share,user_11,8,/scratch/user_11,0.38360654500002056,7
0,share,user_7,11,/scratch/user_7,0.49359560699986105,8
0,share,user_10,3,/scratch/user_10,0.4413741759999539,9
0,share,user_6,21,/scratch/user_6,0.41013739699974394,10
0,share,user_9,2,/scratch/user_9,0.3188447349998569,11
0,share,user_3,11,/scratch/user_3,0.5234447849998105,12
0,share,user_5,21,/scratch/user_5,0.4997261640000943,12
0,share,user_8,20,/scratch/user_8,0.42536241799962227,13
0,share,user_16,1,/scratch/user_16,0.3550430629998118,14
0,share,user_44,10,/scratch/user_44,0.41682221599967306,15
0,share,user_20,15,/scratch/user_20,0.4953815190001478,16
1,share,user_4,17,/scratch/user_4,0.4984763060001569,16
1,share,user_1,8,/scratch/user_1,0.4956393689999459,16
1,share,user_13,15,/scratch/user_13,0.5190772969999671,16
1,share,user_39,15,/scratch/user_39,0.38416046099973755,17
1,share,user_18,4,/scratch/user_18,0.3835806590000175,17
1,share,user_95,8,/scratch/user_95,0.3999338399999033,18
1,share,user_2,19,/scratch/user_2,0.40947740599995086,18
1,share,user_11,9,/scratch/user_11,0.6668236870000328,18
1,share,user_7,5,/scratch/user_7,0.4699360079998769,18
1,share,user_10,4,/scratch/user_10,0.4237936089998584,18
1,share,user_6,9,/scratch/user_6,0.46590400800005227,19
1,share,user_3,19,/scratch/user_3,0.5549161290000484,19
1,share,user_5,7,/scratch/user_5,0.4829103449997092,19
1,share,user_44,10,/scratch/user_44,0.646157341000162,19
1,share,user_20,15,/scratch/user_20,0.5588638179997361,19
1,share,user_12,6,/scratch/user_12,0.5584539690003112,20
2,share,user_4,14,/scratch/user_4,0.5145015169996441,20
2,share,user_17,12,/scratch/user_17,0.3959282869996059,21
2,share,user_1,9,/scratch/user_1,0.4874648140003046,21
2,share,user_39,12,/scratch/user_39,0.4815838720001011,21
2,share,user_18,4,/scratch/user_18,0.42661880300011035,21
2,share,user_67,6,/scratch/user_67,0.5718631449999521,22
2,share,user_52,13,/scratch/user_52,0.3957560789999661,23
2,share,user_2,6,/scratch/user_2,0.5140815689996998,23
2,share,user_14,21,/scratch/user_14,0.5156232860003911,24
2,share,user_11,9,/scratch/user_11,0.5189830749995963,24
2,share,user_7,18,/scratch/user_7,0.46780220600021494,24
2,share,user_10,16,/scratch/user_10,0.4375910409999051,24
2,share,user_9,25,/scratch/user_9,0.5160981229996651,24
2,share,user_3,17,/scratch/user_3,0.4465685059999487,24
2,share,user_8,25,/scratch/user_8,0.49084778599990386,23
2,share,user_20,1,/scratch/user_20,0.5150309659998129,23
2,share,user_12,11,/scratch/user_12,0.5301889020001909,23
3,share,user_1,19,/scratch/user_1,0.5131476820001808,22
3,share,user_39,24,/scratch/user_39,0.5295280840000487,22
3,share,user_18,3,/scratch/user_18,0.6196141549999084,22
3,share,user_67,3,/scratch/user_67,0.45776351899985457,22
3,share,user_52,23,/scratch/user_52,0.47114541700011614,22
3,share,user_2,15,/scratch/user_2,0.49344945200027723,22
3,share,user_15,9,/scratch/user_15,0.3989734810002119,22
3,share,user_19,16,/scratch/user_19,0.4882506070002819,23
3,share,user_82,3,/scratch/user_82,0.45260852400042495,24
3,share,user_14,23,/scratch/user_14,0.7056297799999811,24
3,share,user_10,14,/scratch/user_10,0.4657464950000758,24
3,share,user_6,24,/scratch/user_6,0.4377097730002788,23
3,share,user_8,23,/scratch/user_8,0.41822679799997786,23
3,share,user_12,21,/scratch/user_12,0.4004122289998122,24
4,share,user_4,17,/scratch/user_4,0.5200816260003194,24
4,share,user_17,5,/scratch/user_17,0.5301987670000017,24
4,share,user_1,4,/scratch/user_1,0.5364303970000037,24
4,share,user_39,26,/scratch/user_39,0.5222291719996974,24
4,share,user_18,8,/scratch/user_18,0.6064734510000562,24
4,share,user_67,17,/scratch/user_67,0.47564300900012313,24
4,share,user_52,23,/scratch/user_52,0.6081314149996615,23
4,share,user_95,5,/scratch/user_95,0.4489112229998682,23
4,share,user_2,1,/scratch/user_2,0.4068597589998717,23
4,share,user_15,23,/scratch/user_15,0.527886449000107,23
4,share,user_19,15,/scratch/user_19,0.6558763160001035,23
4,share,user_82,12,/scratch/user_82,0.4231056730000091,23
4,share,user_14,27,/scratch/user_14,0.482608868999705,22
4,share,user_11,2,/scratch/user_11,0.5509242020002603,22
4,share,user_10,8,/scratch/user_10,0.4644486719998895,22
4,share,user_3,14,/scratch/user_3,0.5326362870000594,21
4,share,user_8,7,/scratch/user_8,0.516454701999919,21
4,share,user_16,17,/scratch/user_16,0.47251450899966585,21
4,share,user_77,25,/scratch/user_77,0.3792021849999401,22
4,share,user_20,8,/scratch/user_20,0.5588918700000249,22
4,share,user_60,8,/scratch/user_60,0.37140668799975174,23
5,share,user_4,14,/scratch/user_4,0.612991915999828,23
5,share,user_1,4,/scratch/user_1,0.358471555000051,23
5,share,user_31,7,/scratch/user_31,0.4290378150003562,24
5,share,user_18,28,/scratch/user_18,0.4344081300000653,22
5,share,user_52,12,/scratch/user_52,0.43997316899958605,23
5,share,user_76,13,/scratch/user_76,0.4124520529999245,24
5,share,user_95,29,/scratch/user_95,0.6586225060000288,24
5,share,user_2,7,/scratch/user_2,0.394772704999923,24
5,share,user_15,16,/scratch/user_15,0.4814633949999916,24
5,share,user_19,17,/scratch/user_19,0.47435198999983186,24
5,share,user_82,12,/scratch/user_82,0.5484634650001681,24
5,share,user_14,27,/scratch/user_14,0.5270807709998735,25
5,share,user_11,23,/scratch/user_11,0.45546332200001416,25
5,share,user_3,11,/scratch/user_3,0.6092465520000587,25
5,share,user_16,16,/scratch/user_16,0.572787961999893,25
5,share,user_77,27,/scratch/user_77,0.40330242699974406,24
5,share,user_44,5,/scratch/user_44,0.4384438349998163,24
5,share,user_20,1,/scratch/user_20,0.4373029839998708,24
5,share,user_60,10,/scratch/user_60,0.563789263000217,24
5,share,user_12,21,/scratch/user_12,0.5335262889998376,24
6,share,user_57,27,/scratch/user_57,0.6002035640003669,23
6,share,user_17,6,/scratch/user_17,0.4587943639999139,23
6,share,user_93,20,/scratch/user_93,0.4237257579998186,24
6,share,user_31,10,/scratch/user_31,0.5145114319998356,25
6,share,user_13,10,/scratch/user_13,0.3970496830002048,26
6,share,user_56,25,/scratch/user_56,0.41918230300007053,27
6,share,user_18,17,/scratch/user_18,0.531605177000074,28
6,share,user_52,12,/scratch/user_52,0.5948097139998936,28
6,share,user_76,19,/scratch/user_76,0.5385773699999845,28
6,share,user_95,3,/scratch/user_95,0.38621413500004564,28
6,share,user_2,8,/scratch/user_2,0.4650588399999833,28
6,share,user_15,16,/scratch/user_15,0.46587414099985835,28
6,share,user_42,1,/scratch/user_42,0.5278379129999848,29
6,share,user_14,24,/scratch/user_14,0.47637842499989347,28
6,share,user_11,24,/scratch/user_11,0.43504675099984524,28
6,share,user_6,9,/scratch/user_6,0.5034291860001758,29
6,share,user_3,25,/scratch/user_3,0.6401426020001963,29
6,share,user_5,6,/scratch/user_5,0.48004844699971727,29
6,share,user_8,1,/scratch/user_8,0.43799767600012274,29
6,share,user_16,5,/scratch/user_16,0.483884936999857,29
6,share,user_77,24,/scratch/user_77,0.4339545299999372,28
6,share,user_20,28,/scratch/user_20,0.5243615690001207,28
6,share,user_60,24,/scratch/user_60,0.433422045000043,28
6,share,user_12,23,/scratch/user_12,0.5545573669996884,28
7,share,user_57,16,/scratch/user_57,0.5307430020002357,28
7,share,user_17,7,/scratch/user_17,0.494806355000037,28
7,share,user_93,25,/scratch/user_93,0.44953154699987863,28
7,share,user_13,28,/scratch/user_13,0.46206445999996504,28
7,share,user_18,27,/scratch/user_18,0.5073285369999212,28
7,share,user_52,10,/scratch/user_52,0.47880129099985425,28
7,share,user_76,12,/scratch/user_76,0.5874724740001511,28
7,share,user_15,18,/scratch/user_15,0.4821168539997416,28
7,share,user_19,31,/scratch/user_19,0.528710449999835,28
7,share,user_42,30,/scratch/user_42,0.40373016400008055,29
7,share,user_82,3,/scratch/user_82,0.42261969900027907,29
7,share,user_14,24,/scratch/user_14,0.5001345630003016,29
7,share,user_11,20,/scratch/user_11,0.44954285899984825,28
7,share,user_9,4,/scratch/user_9,0.40799255999991146,30
7,share,user_3,30,/scratch/user_3,0.47435677999965264,29
7,share,user_5,17,/scratch/user_5,0.45437130700020134,29
7,share,user_16,30,/scratch/user_16,0.5430333959998279,28
7,share,user_77,1,/scratch/user_77,0.4709894220000024,29
7,share,user_44,10,/scratch/user_44,0.5218499370002974,29
7,share,user_20,30,/scratch/user_20,0.443364893999842,28
7,share,user_60,22,/scratch/user_60,0.6386816959998214,29
7,share,user_12,27,/scratch/user_12,0.5564528099998824,28
8,share,user_17,1,/scratch/user_17,0.3761194339999747,28
8,share,user_93,8,/scratch/user_93,0.4921556499998587,28
8,share,user_13,10,/scratch/user_13,0.4663848959999086,28
8,share,user_62,12,/scratch/user_62,0.4172131820000686,29
8,share,user_56,17,/scratch/user_56,0.5753545079996911,29
8,share,user_76,19,/scratch/user_76,0.4456251090000478,29
8,share,user_95,15,/scratch/user_95,0.6726950759998545,29
8,share,user_2,27,/scratch/user_2,0.5310285410000688,29
8,share,user_15,6,/scratch/user_15,0.4847178250001889,29
8,share,user_19,6,/scratch/user_19,0.4106806460004009,29
