,timestamp,share_count,unshare_count,total_latency
0,1,10,0,1.3186242709998623
1,2,11,2,1.7562276170001496
2,3,10,1,1.6056361089995335
3,4,7,3,1.4717920800003412
4,5,10,1,1.4989114379995954
5,6,7,1,1.047389204999945
6,7,7,1,1.1066718540000693
7,8,7,1,1.1214169109998693
8,9,10,1,1.5351817030000348
9,10,11,0,1.5232567420002852
10,11,10,1,1.5374840069994207
11,12,11,3,1.9263012859987612
12,13,12,0,1.6086078250000355
13,14,11,1,1.6440953849992184
14,15,13,0,1.849129065998568
15,16,12,2,1.8341775929993673
16,17,9,1,1.3419165709997287
17,18,10,2,1.5506266010006584
18,19,10,0,1.394668944001296
19,20,9,0,1.1734002800008057
20,21,12,2,1.8751618780006538
21,22,10,1,1.6095507910004017
22,23,12,2,2.0081558579990997
23,24,15,0,2.1639261779987464
24,25,12,2,2.040254733999973
25,26,12,2,1.9723097159994722
26,27,16,3,2.7240143400003944
27,28,15,3,2.572898120998616
28,29,15,2,2.407991014000345
29,30,15,1,2.348963448000177
30,31,13,3,2.316833238999152
31,32,18,0,2.6611110069998176
32,33,16,2,2.754064124999786
33,34,16,1,2.5456083870008115
34,35,13,2,2.11483361000046
35,36,17,1,2.605686751000121
36,37,16,1,2.6520482250007262
37,38,19,1,3.193633437000244
38,39,17,4,3.1454525819999617
39,40,16,0,2.306338902999414
40,41,18,2,2.961336025000037
41,42,17,2,2.931573028999992
42,43,21,2,3.4546990049984743
43,44,19,2,3.106307924998873
44,45,21,3,3.886823540000478
45,46,15,2,2.7358666770001037
46,47,20,5,4.037321382998925
47,48,18,4,3.8418717810009184
48,49,22,2,3.893347773999267
49,50,21,3,4.285498232999089
50,51,23,1,3.864507656000569
51,52,22,5,4.038015047000044
52,53,20,1,3.0432783880000898
53,54,24,1,3.676380000998506
54,55,23,1,3.6597838099996807
55,56,25,3,4.085176900000988
56,57,22,2,3.545046734999687
57,58,25,5,4.587205669000014
58,59,24,0,3.501166728001863
59,60,23,2,3.7233039330017164
60,61,27,5,4.7237530799989145
61,62,27,0,4.41249539599994
62,63,27,3,4.682983554000202
63,64,27,1,4.200127106000764
64,65,28,5,5.502140182998119
65,66,28,1,4.607197286000428
66,67,28,5,5.537675570998999
67,68,29,1,4.984739766000075
68,69,31,2,5.234641083000952
69,70,30,3,5.380112327000916
70,71,30,4,5.491584516000785
71,72,31,3,5.513855309000064
72,73,31,5,5.761886911997863
73,74,31,5,6.22275538599979
74,75,31,4,5.84294219000094
75,76,30,4,5.779041976999451
76,77,33,3,5.748673024000254
77,78,34,6,6.471428405000097
78,79,32,3,5.81061564600077
79,80,32,4,6.148976807000054
80,81,29,4,5.76847634699925
81,82,30,3,5.871487885000533
82,83,36,3,6.5766410330002145
83,84,36,3,6.566696656000204
84,85,40,5,7.271278139000515
85,86,37,3,6.823357544998089
86,87,40,2,5.516951283001617
87,88,34,3,4.87741234899795
88,89,42,3,4.411325558999124
89,90,37,2,4.011273938998784
90,91,42,5,4.576730540999961
91,92,44,6,4.586583040000278
92,93,41,5,4.42054363500165
93,94,45,4,4.6787722710005255
94,95,44,3,4.633954144000654
95,96,41,5,4.469162374000462
96,97,43,7,4.851410205998491
97,98,46,6,5.167464776997804
98,99,41,4,4.2079175079989
99,100,8,44,6.456043473999671
100,101,7,38,4.473290714999621
101,102,8,32,4.159714816998985
102,103,8,26,3.0548343869995733
103,104,10,28,3.6274893489985516
104,105,7,28,3.2865009239990286
105,106,11,27,3.4382657749993086
106,107,11,26,3.50320990399905
107,108,11,22,2.934975748998113
108,109,6,19,2.3172810700007176
109,110,4,15,1.9703405420000308
110,111,7,13,1.8587004730002263
111,112,7,16,2.1697450339997886
112,113,6,17,2.4743398139994497
113,114,7,17,2.2910564269991482
114,115,8,15,2.0058003880003525
115,116,7,16,2.010434233000524
116,117,6,13,1.6598184450012923
117,118,7,18,1.8051927659989815
118,119,9,16,2.5758346430029633
119,120,2,16,1.52430372300023
120,121,7,12,1.4034339460013143
121,122,3,11,1.0352961419976054
122,123,5,11,1.3406331159994807
123,124,12,15,2.246964084004503
124,125,6,17,1.9314978350021192
125,126,4,16,1.4158866139987367
126,127,7,13,1.1680472990001363
127,128,4,13,1.629241566998644
128,129,6,8,1.3472198419995038
129,130,5,12,1.7163837669986606
130,131,1,10,0.9353065069990407
131,132,6,10,1.3993001510007161
132,133,9,12,1.5680988450030782
133,134,5,11,1.1987070290033444
134,135,4,8,0.9295932090026326
135,136,4,10,1.2363146630004849
136,137,3,10,1.0043691510009012
137,138,5,7,1.0112168090008709
138,139,4,8,0.8971518320013274
139,140,3,5,0.6311498659979407
140,141,3,5,0.5928265969987478
141,142,3,7,0.9322403280011713
142,143,2,5,0.6755584120001004
143,144,6,6,0.9957357589992171
144,145,3,5,0.5028846090008301
145,146,3,7,0.8023280229999727
146,147,2,3,0.4063963060007154
147,148,2,5,0.6537777139983518
148,149,3,4,0.5816463639994254
149,150,4,3,0.4817761700014671
150,151,2,3,0.4664349310005491
151,152,2,5,0.6416319029995066
152,153,1,3,0.22947402900172165
153,154,2,4,0.6892129269999714
154,155,1,1,0.12646511299954
155,156,3,5,0.843286464000812
156,157,1,4,0.5643867759999921
157,158,1,2,0.2395311190002758
158,159,1,0,0.11261383700002625
159,160,4,3,0.5728366920002372
160,161,2,5,0.46225032299935265
161,162,5,6,1.0912353270014137
162,163,0,2,0.19384185500075546
163,164,2,4,0.701141687000927
164,165,4,4,0.5950727119998191
165,166,2,6,0.7772169270001541
166,167,1,4,0.4403889649993289
167,168,4,4,0.7985717799983831
168,169,1,3,0.3144430629999988
169,170,1,5,0.5109278889995039
170,171,2,5,0.41313024799910636
171,172,5,3,0.6376493329998993
172,173,3,7,0.8654868889989302
173,174,3,4,0.7200843120008358
174,175,3,3,0.43599635400005354
175,176,2,6,0.48454655000114144
176,177,2,6,0.6691714830003548
177,178,1,5,0.4308206659998177
178,179,3,3,0.5354713360002279
179,180,2,2,0.2402711590002582
180,181,3,4,0.8589268950017868
181,182,3,6,1.0879585829979987
182,183,3,8,1.342191683999772
183,184,2,5,0.9526660489991627
184,185,1,7,0.8728048740003942
185,186,1,1,0.2610722999997961
186,187,3,2,0.7122403909997956
187,188,4,4,1.0962104039999758
188,189,3,5,1.091284755999368
189,190,3,5,1.0087737729991204
190,191,1,4,0.5496376440005406
191,192,1,2,0.39932442200006335
192,193,1,4,0.6441338470003757
193,194,2,3,0.6316927040015798
194,195,0,2,0.20958559100108687
195,196,0,1,0.08698212699982832
196,197,2,2,0.5306463839997377
197,198,3,3,0.8193834389985568
198,199,0,3,0.3208215000004202
199,200,3,3,0.7907235080001556
