,timestamp,share_count,unshare_count,total_latency
66,67,33,5,2.9984924700000875
67,68,34,3,3.291151811000077
68,69,34,3,2.689455685999974
69,70,33,2,2.80545481900009
70,71,31,7,3.1711706890000926
71,72,37,2,2.919463810000053
72,73,31,3,2.220552894000008
73,74,29,2,2.24027097900003
74,75,34,2,2.521402156000107
75,76,35,4,3.281754505999942
76,77,34,3,2.879867345999884
77,78,37,6,3.7759159049999482
78,79,39,8,3.9727062259999286
79,80,40,6,3.652321039999862
80,81,43,5,3.931274301999963
81,82,40,6,4.046880412999997
82,83,36,2,2.8701423249997333
83,84,41,6,4.2086810200000855
84,85,43,5,3.6708479149999107
85,86,42,3,3.572720709999828
86,87,41,0,3.2937738960000047
87,88,43,6,3.804988547999642
88,89,46,6,4.400240776999851
89,90,46,7,5.05909451399998
90,91,44,5,4.109220351999909
91,92,49,3,4.474917978999827
92,93,46,10,5.321293807000302
93,94,45,3,3.9794233979998808
94,95,48,7,5.066631790000031
95,96,45,9,5.0694879020000485
96,97,50,5,4.554898856000136
97,98,50,1,4.163307082999779
98,99,53,4,5.106686964000232
99,100,14,45,7.246707076999826
100,101,16,42,5.651269696000099
101,102,10,40,4.646521525000082
102,103,12,39,4.728748972000005
103,104,5,33,3.5145327569999267
104,105,13,24,3.3264408280000453
105,106,12,30,3.3203570080000304
106,107,11,26,2.938198122999836
107,108,12,26,2.81552440899992
108,109,9,24,2.7426209719998837
109,110,5,23,2.4736117440000953
110,111,6,21,2.6568861349999793
111,112,11,23,3.1692712719998326
112,113,10,21,2.8529866390000507
113,114,10,23,3.268425387000093
114,115,11,24,2.960701640000025
115,116,11,27,3.316741081000089
116,117,6,24,2.9248115210001515
117,118,10,21,2.7885086229998706
118,119,11,28,3.6248888129999273
119,120,6,19,2.2187180619999936
120,121,9,19,2.1396740849999674
121,122,6,15,1.6450723370000446
122,123,7,15,1.7868711230000258
123,124,13,21,2.4683695819997524
124,125,10,24,2.6312147940000727
125,126,5,21,1.9438373510000133
126,127,10,25,3.4943222349999132
127,128,5,19,2.316368456999726
128,129,6,17,1.8908136570000806
129,130,4,12,1.3155858850001323
130,131,9,11,1.6888084669999444
131,132,8,17,2.0688986299995804
132,133,3,16,1.6791280140000708
133,134,5,16,1.6207420259996752
134,135,5,8,1.0011491779998778
135,136,2,14,1.5458994870000424
136,137,6,7,1.0179729460001
137,138,5,10,1.478961216000016
138,139,2,10,1.11345629799996
139,140,6,10,2.1713359679998803
140,141,6,8,1.4444209329999467
141,142,2,6,0.7038218950000328
142,143,3,7,0.7970460799999728
143,144,3,9,1.0701544440001953
144,145,3,6,0.8476895819998163
145,146,2,7,0.8184333269999797
146,147,3,7,0.8584215239999367
147,148,7,9,1.124427431000072
148,149,3,9,0.9992063809996807
149,150,3,9,1.047589936999998
150,151,3,3,0.4930487599999651
151,152,0,3,0.2770915179999065
152,153,3,5,0.750277646999848
153,154,3,4,0.5061673220000102
154,155,4,7,0.6760541070001409
155,156,2,5,0.408505461000118
156,157,2,5,0.6615498750002189
157,158,2,4,0.5412027549998584
158,159,1,4,0.41255781500001376
159,160,3,5,0.8101859660000628
160,161,0,5,0.4384485749999385
161,162,3,3,0.45857903599983274
162,163,2,5,0.7806026799999017
163,164,5,6,0.8008935699998574
164,165,1,4,0.3764554329999328
165,166,0,4,0.37450293200004126
166,167,1,2,0.2447709750000513
167,168,2,3,0.2698674899997968
168,169,3,3,0.46847503300011795
169,170,3,4,0.8206253630000901
170,171,1,2,0.3944276339999533
171,172,2,2,0.30162911700006134
172,173,0,2,0.19384496399993623
173,174,4,3,0.43129688900023666
174,175,4,4,0.584040078000271
175,176,3,6,0.79284247399994
176,177,1,6,0.4491413770002737
177,178,2,3,0.4867076220000399
178,179,1,2,0.29629298600002585
179,180,2,3,0.4366741290000391
180,181,1,3,0.24676917700003287
181,182,1,3,0.22319681900000887
182,183,3,4,0.37175883999998405
183,184,2,4,0.3401942870000312
184,185,2,4,0.31447464100006073
185,186,2,4,0.40128991500012035
186,187,1,2,0.2835215510000353
187,188,1,2,0.2791410449999603
188,189,0,1,0.08867633099998784
189,190,2,2,0.2908380509999233
190,191,2,2,0.4694078980000995
191,192,2,3,0.48771570600001724
192,193,4,4,0.8532940720000397
193,194,3,4,0.5849065329998666
194,195,2,4,0.4623147860000927
195,196,1,3,0.30662162500004797
196,197,3,4,0.5272821610001301
197,198,3,3,0.4536641759999611
198,199,4,4,0.7410157729998446
199,200,2,5,0.5327744469999516
